protein	fraction_significant	binom_p_val	binom_fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT2G41740.1	0	1	1	0.128582238512309	0.234079127822097	0.34005368730043	15.810413834028	15.8721396763957	15.916862155726
AT2G41840.1	0	1	1	0.11353206287711	0.14331620363195	0.16876689121699	19.0843709215793	19.0862456199249	19.0884449742535
AT2G42490.1	0	1	1	-0.227904827014608	0.350481728003865	0.943289469723235	15.5008718055166	15.7237228203191	16.0562729100919
AT2G42520.1	0	1	1	-0.918274400793192	-0.888490260038353	-0.863039572453314	16.2953319411703	16.2972066395159	16.2994059938445
AT2G42590.3	0.685	1.79243962633489e-32	1.70357077091156e-31	-4.84741266020809	-3.16896808806653	-2.03043271589641	14.169400128285	15.0043221761318	15.5653310431616
AT2G42600.1	0	1	1	-0.0769489257635963	0.176036863604109	0.549745645378512	15.5475483893403	15.6891725188862	15.8680360607825
AT2G42690.1	0	1	1	0.458285986528319	0.649236352509404	0.798945425830077	15.4102988429627	15.5036468543176	15.580644289731
AT2G42810.2	0	1	1	-0.16532430223753	-0.0148240604778733	0.122354235852394	15.6541543273876	15.7255165497812	15.7951021212045
AT2G43410.2	0	1	1	0.0439149524108924	0.255018853767215	0.604929425946396	15.9762398730534	16.0845708606829	16.2576680980065
AT2G44100.1	0	1	1	-0.978789415810138	0.0347200914204289	0.794452602197341	15.4050256831785	15.7358060326907	16.2342048896712
AT2G44160.1	0	1	1	0.130478032505666	0.363216896201808	1.08016428586695	15.5505761482566	15.6619466834329	16.034327864436
AT2G44200.1	0	1	1	-0.761634347174296	0.459559503924432	1.27623935130881	15.4126107263721	15.8655634166407	16.4889504116472
AT2G44350.2	0	1	1	0.327570896848292	0.488795479097199	0.641422803080028	15.8139507554239	15.8886435692921	15.9654018299663
AT2G44490.1	0.635	5.71819167313614e-18	5.01339130412169e-17	-4.4961607772036	-2.82678615464452	-1.75624339108889	14.0186019409206	14.8447106993922	15.3889420403629
AT2G44640.1	0.313	1	1	-3.61714210240951	-1.80355602865591	-0.751689222624595	13.4786463873274	14.3612336801537	14.8955129592643
AT2G44710.1	0.027	1	1	0.15679166548622	0.675804312339862	1.27862206258664	15.7600163297533	16.037363675154	16.348018610543
AT2G44730.1	0	1	1	0.245801893132212	0.439987279434299	1.0282627039414	15.4949651791712	15.5942343443706	15.8903333008041
AT2G45180.1	0	1	1	0.326846058566625	0.356630199321465	0.382080886906504	20.8578182754092	20.8596929737548	20.8618923280834
AT2G45240.1	0	1	1	0.883851622778416	1.04728887131387	1.19700866541413	15.6323769728268	15.7092108986804	15.7805513747571
AT2G45710.1	0	1	1	-1.57528957072965	-1.46593813076622	-1.34689338433458	17.5527835052674	17.6143214606418	17.667436112469
AT2G45810.1	0	1	1	-0.677205061100608	-0.64742092034577	-0.621970232760728	17.4790298985556	17.4809045969012	17.4831039512297
AT2G46020.2	0	1	1	-0.821044524925118	-0.546418046494926	-0.285577780846304	16.2672284460762	16.386275481564	16.5127236266979
AT2G46520.1	0	1	1	-1.36788853101203	-1.33810439025719	-1.31265370267215	17.067802167727	17.0696768660727	17.0718762204012
AT2G47510.1	0	1	1	0.640526232057914	0.715891190820859	0.820411461437662	16.0560393520936	16.088012347548	16.1394651169717
AT2G47610.1	0	1	1	-0.0375393453924765	0.0894645893081987	0.192487997014079	16.3637235827772	16.4272876879357	16.4769473283947
AT2G47620.1	0	1	1	0.210945576454276	0.471353610948312	0.834063892893507	17.477171481062	17.6104414196107	17.7922115160871
AT2G47730.1	0.968	2.22173526318526e-241	7.61449267473495e-240	-2.36466027819693	-2.33487613744209	-2.30942544985705	17.7368160952185	17.7386907935641	17.7408901478926
AT2G47850.1	0	1	1	0.134060216413726	0.24703232961928	0.344745376860901	16.1121816983419	16.1639158182738	16.2133413898385
AT2G47980.1	0	1	1	0.14512910962008	0.437393173191998	0.673446300748516	15.4432591276186	15.5447574654458	15.6795380084208
AT3G01150.1	0.659	2.47651562696501e-24	2.24075133927794e-23	-4.13970761421195	-2.48861031053605	-1.45306053847739	13.8665020800287	14.6788283803708	15.2024306813673
AT3G01310.1	0.986	9.91046320653151e-271	4.87336255938571e-269	2.07206354687577	2.68588382397806	3.04156143271055	16.6985961154209	17.0099831217476	17.1974642976997
AT3G01420.1	0.974	1.71297059923402e-250	6.45789915911224e-249	2.31704810297418	3.23748140967133	4.68320477553547	14.3330701697017	15.0596675842891	15.5100306834033
AT3G01500.2	0	1	1	-0.253166438995911	-0.223382298241072	-0.197931610656034	18.003194895509	18.0050695938546	18.0072689481831
AT3G01540.2	0	1	1	0.00651062560395822	0.0362947663587986	0.061745453943836	18.7016038976573	18.7034785960029	18.7056779503315
AT3G02090.2	0	1	1	0.120542556239395	0.223176396881111	0.33506175770087	16.3005213594974	16.3513520967937	16.4075649173389
AT3G02200.2	0	1	1	-0.332627724238575	0.0888132468254137	0.371560623923232	15.4640872872542	15.591310348386	15.7967034980509
AT3G02260.1	0	1	1	-0.672505241532443	-0.265860591974405	0.150796124904586	16.107427217122	16.3068644418373	16.5114065117687
AT3G02360.1	0	1	1	0.199830050313281	0.229614191068121	0.255064878653161	17.2809930459036	17.2828677442492	17.2850670985777
AT3G02520.1	0.941	1.25322482282685e-205	2.67433448040976e-204	-5.11591444765906	-3.47118117506936	-2.43693233420442	14.3873338902443	15.2248397722317	15.7446081632548
AT3G02530.1	0	1	1	0.0544571120225696	0.0842412527774074	0.10969194036245	16.7360716103095	16.7379463086551	16.7401456629837
AT3G02760.1	0	1	1	-0.527733171293544	-0.168149149911869	0.200314121367537	15.7377124392732	15.9325978359601	16.1390456480798
AT3G02830.1	0	1	1	-0.791282950039455	-0.63821387247141	-0.541327799272702	16.4478152002429	16.5277455526852	16.5741008243289
AT3G02880.1	0	1	1	0.0630281598699724	0.251743136383011	1.12136125672251	15.5944894621566	15.690200427475	16.1232226111627
AT3G03250.2	0	1	1	-0.0977925391064848	-0.0680083983516445	-0.0425577107666047	15.9372054268382	15.9390801251838	15.9412794795124
AT3G03340.2	0.057	1	1	0.421772303361093	0.718799173769585	1.24135410051361	15.4945250968094	15.6377801597097	15.8897446781024
AT3G03940.1	0.478	0.922653146760031	1	-3.84255346555204	-2.17506563924268	-1.00911257610939	13.662667186772	14.4734380811634	15.0672196084341
AT3G03960.1	0	1	1	-0.667956443084494	-0.556118773684341	-0.465369772859367	16.5327927884237	16.5875353127493	16.634630394034
AT3G04400.1	0	1	1	0.937141656531475	1.00106602074673	1.09929699587588	17.0295455518677	17.0822363029202	17.1109227340237
AT3G04600.1	0	1	1	-2.0751231271383	-0.6099384154281	-0.132401711642849	15.6246138963145	15.8701916461342	16.6155133195259
AT3G04610.1	0	1	1	-0.236543222829386	-0.206759082074547	-0.181308394489508	16.5695073824357	16.5713820807814	16.5735814351099
AT3G04680.1	0	1	1	-0.230633838065903	-0.00322214443113525	0.30709974319536	16.1402762050621	16.2538539775104	16.4103844894359
AT3G04840.1	0	1	1	-0.127003760011762	-0.0972196192569232	-0.0717689316718823	17.7131732724835	17.7150479708291	17.7172473251577
AT3G04880.1	0	1	1	0.179531606114428	0.209315746869266	0.234766434454308	17.6139379701921	17.6158126685377	17.6180120228663
AT3G04920.1	0	1	1	-1.47695211290585	-1.08259498893813	-0.624524112784948	17.4042070156164	17.6268672679626	17.825314453348
AT3G05060.1	0	1	1	-0.503749664243974	0.561042033229608	0.783390651071061	15.8209659371291	15.9271783285973	16.469435106046
AT3G05530.1	0	1	1	0.268524608104231	0.347943938243079	0.411168521247088	18.0496276741747	18.0846808021164	18.1117678680185
AT3G05560.1	0	1	1	0.0359646899802401	0.133944846894126	0.272632391366391	17.3478020425818	17.4123169149739	17.4624532458783
AT3G05680.1	0	1	1	0.699811130335684	0.72959527109052	0.755045958675564	21.1845880543428	21.1864627526885	21.188662107017
AT3G05750.1	0.155	1	1	-1.38222380441748	-0.871259520143958	-0.334476718933349	16.9377617013586	17.1891478444822	17.4426160060897
AT3G05840.1	0	1	1	0.0784991567918554	0.308000904803643	0.953370855958438	15.689272685255	15.796640525387	16.1210034013891
AT3G06400.3	0	1	1	-0.199403507625829	0.0610197171153058	0.368340868163297	16.3225776233045	16.4748680965544	16.6196252437664
AT3G06480.1	0	1	1	-1.35329672879561	0.0766883221301899	0.728627188147892	15.684809076966	15.9583696303417	16.6823367287054
AT3G06510.2	0	1	1	0.433379459442655	0.463163600197491	0.488614287782531	16.4589332245553	16.4608079229009	16.4630072772295
AT3G06580.1	0	1	1	-0.849376821970307	-0.802201426702121	-0.760591610688446	16.813038057516	16.8304699717776	16.8495681950298
AT3G06650.1	0	1	1	-0.252709372113375	-0.222925231358536	-0.197474543773497	16.5024295910918	16.5043042894374	16.5065036437659
AT3G06670.2	0	1	1	-0.13343372761083	0.0163026367192604	0.159369782446064	15.90425563596	15.9771205091973	16.052243351089
AT3G06720.1	0	1	1	-1.00536607511884	-0.910057736719375	-0.813095129806183	17.0378000685654	17.0846903392203	17.1322957305288
AT3G06860.1	0	1	1	-0.187260787383316	-0.157476646628476	-0.132025959043436	15.8524795221639	15.8543542205095	15.856553574838
AT3G07030.5	0	1	1	0.272668526485177	0.640021933879102	0.953850181337226	16.0726431030596	16.2250634360321	16.422735898952
AT3G07100.1	0	1	1	-0.0573428732513795	0.238353524751927	0.686596762500296	15.6713390880737	15.8134484795102	16.0960222350455
AT3G07300.3	0	1	1	-0.443900444799757	0.969222149989526	1.96024751109664	15.4880168261758	16.0874864593968	16.7877193862517
AT3G07810.2	0	1	1	0.397058161934726	0.496565324166008	0.633801296378298	16.4017170758939	16.470822443025	16.5190543938585
AT3G08510.1	0	1	1	-0.602934513812784	-0.496446981653581	-0.391901958765769	15.9195085156013	15.9691055900096	16.0181801072766
AT3G08530.1	0	1	1	0.236273139645124	0.266057280399964	0.291507967985003	16.9221963624918	16.9240710608374	16.9262704151659
AT3G08590.1	0	1	1	-0.817003052905982	0.401850190891798	1.06812976791104	15.415630573802	15.7041206947642	16.3049012838988
AT3G08940.2	0	1	1	0.0369596903890518	0.0667438311438921	0.0921945187289318	17.498012670668	17.4998873690137	17.5020867233422
AT3G08943.1	0	1	1	0.305753830880321	0.712807777925739	1.10085754961064	15.5776978940024	15.779095027281	15.9705722436018
AT3G09260.1	0	1	1	0.0381582052773943	0.0679423460322347	0.0933930336172744	23.2304658510297	23.2323405493753	23.2345399037038
AT3G09440.1	0	1	1	-1.22037106716704	-1.1905869264122	-1.16513623882716	18.8876067490707	18.8894814474163	18.8916808017449
AT3G09630.1	0	1	1	-0.592343827795983	-0.562559687041144	-0.537108999456105	16.7718923599261	16.7737670582717	16.7759664126002
AT3G09820.1	0	1	1	-0.810200584620544	-0.679806906677804	-0.539046170489715	16.2862119761141	16.351094356366	16.4116525984709
AT3G09840.1	0	1	1	-0.171687762739196	-0.141903621984354	-0.116452934399316	17.6690402200324	17.670914918378	17.6731142727066
AT3G10380.1	0	1	1	-1.30578822067054	-1.24998277195766	-1.15551562389818	15.9514332318844	15.9974989740252	16.0221730984687
AT3G10610.1	0.952	2.51583954546491e-219	6.05407345940598e-218	1.22381556623704	1.41458133048757	1.5196137995015	15.8847173657738	15.9534998477803	16.0479562237194
AT3G11130.1	0	1	1	0.386775706276562	0.416559847031404	0.442010534616442	18.7482969149593	18.7501716133049	18.7523709676334
AT3G11340.1	0.973	6.18607402939528e-249	2.25691926685357e-247	2.50670024084977	3.44212669108621	4.94949817849018	14.402756890009	15.1563026441207	15.6139797321374
AT3G11400.2	0	1	1	-0.542179070516395	-0.373990317763652	-0.190329574762767	15.9940975657497	16.0722080933012	16.1614170999125
AT3G11630.1	0	1	1	-1.0238287896326	-0.947510553734384	-0.812663978053088	16.2387068591298	16.3047968234908	16.3372606494604
AT3G11710.1	0	1	1	-0.324499609619384	-0.141586184885783	-0.00372945968742203	15.8265854075744	15.9163784913676	15.9839429904939
AT3G11830.1	0	1	1	-0.0378986894427864	-0.00811454868794804	0.0173361388970913	16.0067545561402	16.0086292544858	16.0108286088143
AT3G11910.1	0	1	1	-0.0404583146876647	-0.0106741739328255	0.0147765136522154	17.5590783726151	17.5609530709607	17.5631524252892
AT3G11964.2	0	1	1	-0.152344174145281	0.0389918113018479	0.176298532541351	15.9956550801174	16.0853022920082	16.1534325026276
AT3G12050.1	0	1	1	0.508046148031277	0.6884146550797	0.783612309534529	16.9298516690464	17.0219925897202	17.0649457336323
AT3G12130.1	0.631	5.16700420328254e-17	4.42718314690345e-16	-1.40272343962323	-1.14622976246532	-0.921303777155731	16.2420193790167	16.3594600028461	16.479607613788
AT3G12580.1	0	1	1	-0.432098939225341	-0.4023147984705	-0.37686411088546	18.5561081090135	18.5579828073591	18.5601821616877
AT3G12680.1	0	1	1	0.260720635622804	0.449969714546906	0.576618994908311	15.9238278990158	15.9968318868185	16.0764269263269
AT3G12700.1	0	1	1	-0.491689586489805	-0.298995162826532	0.321395085679429	15.9924213714458	16.0838410983485	16.4102915671366
AT3G12780.1	0	1	1	-0.381718759330232	-0.351934618575393	-0.326483930990352	18.1224346290762	18.1243093274218	18.1265086817504
AT3G13300.1	0.126	1	1	-1.09450996344537	-0.832888366949104	-0.549927699950251	15.9113056497447	16.0597502065934	16.1842446679409
AT3G13460.1	0	1	1	-0.0492357597808034	0.0318820414361933	0.117868151228017	16.0427989004079	16.0849765370321	16.1250087382752
AT3G13570.1	0	1	1	0.307915740205836	0.337699880960677	0.363150568545716	16.9754271364383	16.9773018347839	16.9795011891125
AT3G13670.1	0	1	1	-0.101916781872399	-0.0721326411175628	-0.0466819535325189	15.9914872608218	15.9933619591674	15.995561313496
AT3G13750.1	0.467	0.982969250346674	1	-3.97882104364385	-2.1047877978297	-0.78469007956703	13.6262879481684	14.4672663975794	15.1316962701717
AT3G13790.1	0	1	1	0.114149138698227	0.243501634826134	0.506099544786533	16.5112250845071	16.5726185782323	16.7059632759591
AT3G13870.1	0	1	1	2.32604484565012	2.7456614061441	3.14962814250105	17.0400661986513	17.2178551645999	17.4427583866386
AT3G13920.5	0	1	1	-0.603284146392122	-0.573500005637282	-0.548049318052244	22.7411583373544	22.7430330357	22.7452323900285
AT3G13930.1	0	1	1	0.760560203120546	0.829364560918953	0.910976639581942	16.4187703045205	16.4520586423674	16.4912798074164
AT3G14067.1	0	1	1	0.114817097095114	0.244914241744414	0.30975086339253	16.4835087552926	16.544899908532	16.5714766495214
AT3G14100.1	0	1	1	-0.424227313592808	0.473755272228551	0.753445431507503	15.7285078116343	15.9215672256061	16.3483023302386
AT3G14210.1	0	1	1	0.211817627756126	0.241601768510968	0.267052456096011	19.6737911799116	19.6756658782572	19.6778652325857
AT3G14240.1	0	1	1	0.72494319755984	0.870057837765644	0.994420463797385	16.1781294906368	16.248196082115	16.3062152813176
AT3G14310.1	0	1	1	-0.977002574321044	-0.947218433566201	-0.921767745981159	21.2654930077617	21.2673677061073	21.2695670604358
AT3G14415.2	0	1	1	-0.610941451126373	-0.469795659074249	-0.32933909229251	16.0221571290223	16.1075869694096	16.1727070839166
AT3G14420.1	0	1	1	0.493175129703549	0.522959270458386	0.548409958043425	19.4887271968653	19.4906018952109	19.4928012495395
AT3G14840.2	0.901	7.42781809644026e-163	1.3126347292303e-161	1.64292595080296	2.58489115821196	4.09585138843347	14.0266195777648	14.7528860017075	15.2568338528585
AT3G14940.1	0	1	1	-0.00971636403776816	0.0609046874017888	0.125465754334323	16.6576294587259	16.6880053677686	16.7218173606289
AT3G14990.1	0	1	1	0.42257945590251	0.452363596657346	0.47781428424239	18.8609889417385	18.8628636400841	18.8650629944126
AT3G15010.1	0	1	1	-0.233432066613115	-0.146629011003404	-0.018704101267132	17.3817717997392	17.4241597670835	17.4779229355392
AT3G15730.1	0	1	1	-0.530115623598655	-0.500331482843818	-0.474880795258777	17.5089676026338	17.5108423009794	17.513041655308
AT3G15880.2	0	1	1	-0.40990791371606	-0.332389477829282	-0.259992569716352	16.8672385247683	16.9032668069406	16.9353603881024
AT3G15950.1	0	1	1	0.162754886472034	0.192539027226872	0.217989714811914	17.8853987486219	17.8872734469675	17.8894728012961
AT3G15970.1	0	1	1	-0.233649473539402	-0.0770082026546793	0.127298726402172	16.5162504509082	16.5900662707071	16.6871110997587
AT3G15980.5	0	1	1	0.748707278761996	0.799485877963842	0.845892025927262	16.4583921821116	16.4820757796244	16.5038789956538
AT3G16000.1	0.243	1	1	-3.35872953045298	-1.71395146397184	-0.600421993777941	13.5101498155189	14.3349785960014	14.8730960315271
AT3G16170.1	0.604	2.53095082525399e-11	2.07427926330599e-10	-3.95825095969244	-2.24267959392915	-1.06830098066077	13.6553894141016	14.5191426251432	15.092707873299
AT3G16400.1	0	1	1	0.973186371482889	1.00297051223773	1.02842119982276	18.3396547553749	18.3415294537205	18.3437288080491
AT3G16420.1	0	1	1	0.699879117807331	0.729663258562171	0.755113946147211	20.2775903495006	20.2794650478462	20.2816644021747
AT3G16450.1	0	1	1	-0.00489140216037661	0.0248927385944622	0.0503434261795007	17.6867518650469	17.6886265633925	17.690825917721
AT3G16460.1	0	1	1	0.227549530683396	0.257333671438234	0.282784359023276	21.511317933651	21.5131926319966	21.5153919863251
AT3G16470.1	0	1	1	-0.423845211977652	-0.394061071222811	-0.368610383637771	21.2252432992654	21.227117997611	21.2293173519395
AT3G16530.1	0.016	1	1	-1.00168522025758	-0.697446033032035	-0.332425796753245	16.5467250455215	16.713161948746	16.8868906568772
AT3G16830.1	0	1	1	-0.869905839389703	-0.840121698634864	-0.814671011049825	16.318623005478	16.3204977038236	16.3226970581521
AT3G16910.1	0	1	1	-1.06517483965563	-0.502452823568957	0.677266732092589	15.8446613852581	15.9897430021163	16.621276055684
AT3G17240.1	0.764	8.16431686373425e-66	8.96489550765382e-65	1.36090419311261	2.32290396905143	3.83788260709957	13.822312264425	14.5799656977845	15.0521824970634
AT3G17390.1	0	1	1	0.503422932831492	0.53320707358633	0.558657761171372	22.5071838337416	22.5090585320872	22.5112578864157
AT3G17420.1	0	1	1	-0.191602780129306	0.0343076682977307	0.255385300104642	15.6116849386917	15.7332476319169	15.8432500001434
AT3G17820.1	0.253	1	1	-1.53877841014657	-0.61741158247218	0.0847073700917163	16.2183429805979	16.7017301680735	17.0540725828882
AT3G17880.1	0	1	1	-0.350993134694061	-0.280991586868606	-0.22288649603734	16.3571069386717	16.3907404959045	16.4161175749758
AT3G17970.1	0	1	1	-0.77664582914703	-0.688338370978308	-0.588803947178894	15.7463340439733	15.785867437	15.8355744826845
AT3G18035.1	0	1	1	-0.931025331703785	-0.901241190948947	-0.875790503363904	16.9519031312028	16.9537778295484	16.955977183877
AT3G18060.1	0	1	1	-0.0928171478068857	0.301488565054514	0.585149357552228	15.4101356891238	15.6094868116824	15.7509948007121
AT3G18080.1	0	1	1	-1.25394358274553	-1.22415944199069	-1.19870875440566	19.6050340319045	19.6069087302501	19.6091080845786
AT3G18190.1	0	1	1	-0.315899035569451	-0.286114894814611	-0.260664207229573	16.7832337321926	16.7851084305382	16.7873077848668
AT3G18380.2	0	1	1	0.00668247655636215	0.797314863597932	0.996840457500082	15.9944790657776	16.0899203751875	16.4707365154884
AT3G18740.1	0	1	1	0.0328258350822862	0.0626099758371243	0.088060663422164	18.1253168096144	18.12719150796	18.1293908622885
AT3G18780.2	0	1	1	-0.277963695021565	-0.248179554266722	-0.222728866681685	21.8344858848821	21.8363605832277	21.8385599375562
AT3G18790.1	0.256	1	1	0.640856140884088	1.01783540491706	1.50125106708454	16.0876573010809	16.2216396856461	16.5107571431216
AT3G18860.1	0	1	1	0.16594276814025	0.4933896492982	0.762062677171437	15.6172020533377	15.7786716176902	15.909371056142
AT3G18890.1	0.776	4.071229197843e-72	4.65107093208124e-71	-7.11884806820522	-5.38663231673743	-4.32930331939374	15.2664122770615	16.1211425248375	16.6602110185233
AT3G18990.2	0	1	1	-0.0205895885015367	0.238401161722187	0.409902014406886	16.3799497592425	16.4757568543364	16.6073125177496
AT3G19240.1	0	1	1	-0.129649358599368	0.0615321491241312	0.483105129637479	15.5313946816522	15.6275583022922	15.8305259297017
AT3G19360.1	0.963	3.59269663470424e-234	1.04188202406423e-232	-5.53522039335547	-3.76238762588486	-2.70132244218933	14.4343291716477	15.3191509728491	15.8478619831275
AT3G19420.1	0	1	1	-0.778200362379772	-0.469518793030009	-0.240249494590593	15.834758212453	15.9864950886121	16.1011784576164
AT3G19450.1	0	1	1	0.168367189390057	0.198151330144895	0.223602017729935	18.2886039644451	18.2904786627907	18.2926780171193
AT3G19760.1	0	1	1	0.26526470983789	0.295048850592728	0.320499538177768	19.4522712229348	19.4541459212804	19.4563452756089
AT3G19950.2	0.567	1.26718893902468e-05	9.55460460024609e-05	-3.91879250057421	-2.24951259187343	-1.1119588679568	13.683602450975	14.5178413150263	15.091954644867
AT3G20000.1	0	1	1	-0.40478356869178	-0.0553591671008305	0.183266966935594	15.8419487244359	16.0132461517948	16.1594250280858
AT3G20050.1	0	1	1	-0.48696840986062	-0.457184269105781	-0.431733581520743	16.5103565411478	16.5122312394934	16.514430593822
AT3G20370.1	0	1	1	-0.419583359721429	-0.2911206801098	-0.214906206652037	17.2052539303155	17.2404324668134	17.3035972284655
AT3G20550.1	0	1	1	-0.297149823083425	-0.0908967332774662	0.0690480953343099	16.9725519418294	17.038625134345	17.1365594033981
AT3G20810.2	0	1	1	0.429768983509716	0.540914308298972	0.659782364323855	15.585463071404	15.6403993622692	15.6938637479561
AT3G20820.1	0	1	1	-1.48718178893298	-1.45739764817814	-1.4319469605931	17.2007197688871	17.2025944672327	17.2047938215612
AT3G21220.1	0.841	6.64851486107912e-113	9.0596027805789e-112	-1.75712341021749	-1.33187250927861	-0.754707818253503	16.75684458524	16.9834894496245	17.2854589642484
AT3G22200.2	0.419	0.999999880167114	1	0.83950528064485	1.02006014536249	1.17258021488614	15.8990706726709	15.9881817168683	16.0637505385369
AT3G22220.1	0	1	1	0.300042766885823	0.612548619757004	0.88132887641557	15.5603485469271	15.7188105974143	15.8538878069629
AT3G22320.1	0.789	2.38399297679151e-79	2.75132250688898e-78	-4.66770141477741	-2.89958448364401	-1.7946652979554	13.9986738514465	14.8687108971019	15.4246004655854
AT3G22380.2	0	1	1	-0.411012792835269	-0.159059307442006	0.116986375167154	16.364906333818	16.5050695692991	16.6282948393431
AT3G22590.1	0.616	1.08919486591453e-13	9.05793671580389e-13	-3.81136321636454	-2.2173992623819	-1.11733453887661	13.7472885843919	14.5793487345881	15.1050789060527
AT3G22750.1	0	1	1	0.626060041972164	0.730555645010115	0.836081148436414	15.339942337509	15.3900911428685	15.4423299461832
AT3G22790.1	0.99	2.4833387914902e-278	1.27666189689792e-276	1.8961309718826	2.16753814776572	2.42990181636368	16.594340514696	16.7162304401566	16.8526269287737
AT3G22890.1	0	1	1	-0.310918831502986	-0.168287633485658	-0.00252392481851901	15.4687766335804	15.5367927401567	15.6288860555531
AT3G23810.1	0	1	1	0.644087155571678	0.708474570654129	0.80881854953744	17.1180202804872	17.1453976916181	17.1951184336114
AT3G23840.1	0	1	1	-0.112873886718449	0.0777302878155095	0.722860948138049	15.6184223750519	15.7112990094297	16.0268310092808
AT3G23900.1	0.928	1.20363894782202e-190	2.38827307015211e-189	2.03908457748731	2.98815315668512	4.59224685396098	14.1397940724704	14.9515690382885	15.4045550954745
AT3G23990.1	0	1	1	0.884606809041198	0.914390949796037	0.939841637381076	16.1331860800844	16.13506077843	16.1372601327585
AT3G24170.1	0	1	1	-0.18445536997446	-0.0294865700613832	0.118749220331533	15.9474076039699	16.0172007316138	16.0929906447729
AT3G24503.1	0	1	1	-0.156665361776409	0.189219084482612	0.464003471610313	15.709623713939	15.8460154132495	16.0252557457125
AT3G24740.1	0.559	0.000106198301768131	0.000774905027740366	-4.17615650025399	-2.54559867550145	-1.45561621847457	13.9112292036068	14.7222844052055	15.2741807425054
AT3G24830.1	0.503	0.43718859945783	1	-3.7600852487046	-2.05493893195655	-0.990983225877937	13.6307556043544	14.4790158842497	15.0017137804382
AT3G25230.2	0	1	1	-0.539298091609062	-0.50951395085422	-0.484063263269182	18.3693730861409	18.3712477844865	18.3734471388151
AT3G25520.1	0	1	1	0.277381327279855	0.307165468034695	0.332616155619733	18.1488565548647	18.1507312532103	18.1529306075388
AT3G25800.1	0	1	1	-0.0724539122230806	0.1111499765114	0.352900084318183	15.5590202318656	15.650217191302	15.7747052417293
AT3G25860.1	0	1	1	0.529711556809617	0.662953834609991	0.731368677863644	16.484981883924	16.5510374803701	16.5814542637192
AT3G26060.2	0	1	1	0.27659118935495	0.30637533010979	0.331826017694831	16.7684162901712	16.7702909885168	16.7724903428454
AT3G26420.1	0	1	1	-0.806936701327893	-0.632619303057128	-0.476083113990209	16.2071969020425	16.2949024195449	16.3682863213209
AT3G26450.1	0	1	1	-0.798687093346689	-0.629822449302453	-0.395655292655959	16.4414860879565	16.5513101062567	16.6419128764324
AT3G26560.1	0	1	1	-0.200578202576951	0.0735337198086844	0.412285210850385	16.8993016127713	17.0679291496305	17.2026736924219
AT3G26618.1	0	1	1	-0.69022306645291	-0.512129812518682	-0.295895740927195	16.170196499234	16.2767485461559	16.3504039026866
AT3G26650.1	0	1	1	0.446464445207079	0.476248585961915	0.501699273546957	18.4623431594629	18.4642178578085	18.466417212137
AT3G28450.1	0.16	1	1	-3.18952845938936	-1.55625110971422	-0.467056784928945	13.3882766566233	14.213191071863	14.7507104847581
AT3G28730.1	0	1	1	-0.608526510595401	-0.527290647791238	-0.459065249744609	15.6377049282169	15.675743638758	15.7078585956646
AT3G32980.1	0	1	1	-0.817480118497075	-0.460732072036739	-0.256711357718969	16.582216670517	16.6860583175376	16.8658447260489
AT3G42050.1	0	1	1	0.479184390557893	0.553828301888857	0.611800969167041	16.7531833699251	16.7885391199304	16.8119848491391
AT3G42170.1	0	1	1	-0.496204783001122	-0.466420642246282	-0.440969954661241	18.3485380547279	18.3504127530735	18.352612107402
AT3G44110.1	0	1	1	-0.812596331788101	-0.782812191033263	-0.757361503448225	21.5050381939865	21.5069128923321	21.5091122466607
AT3G44310.1	0	1	1	0.0356919169948081	0.0654760577496461	0.0909267453346859	18.2654829824632	18.2673576808088	18.2695570351374
AT3G44320.1	0	1	1	-0.429833416002917	-0.400049275248075	-0.374598587663037	18.8861754958114	18.888050194157	18.8902495484856
AT3G44600.1	0	1	1	-0.272528457894631	-0.146338272692597	-0.0470463880555255	16.0589083423728	16.1197758758651	16.1703520586854
AT3G45140.1	0.868	1.15249456861562e-133	1.71509389092666e-132	1.70828569553535	2.65617661299571	3.94180714200506	14.1130060110046	14.7461928886023	15.2201624039714
AT3G45780.1	0.634	9.97753553957206e-18	8.68045591942769e-17	-4.03332165661101	-2.24445800365662	-1.25928240132596	13.688325788044	14.5952088190047	15.1089526313871
AT3G45830.1	1	9.33263618504238e-302	7.53943680377352e-300	-2.99809542347195	-2.66520685265753	-2.11817030870241	17.1427862678091	17.3208101037952	17.5838969719794
AT3G46740.1	0	1	1	-1.04004653617119	-1.01026239541635	-0.984811707831309	17.4507595162936	17.4526342146392	17.4548335689677
AT3G46780.1	0	1	1	-0.929654371994698	-0.899870231239856	-0.874419543654818	18.4325283861892	18.4344030845348	18.4366024388634
AT3G46970.1	0	1	1	-0.956713392662304	-0.815751247143835	-0.647267871680874	16.202773127839	16.2733428179974	16.3509988888496
AT3G47470.1	0	1	1	1.28171377316735	1.60579687631788	1.91689036888531	17.8862896173271	18.0376571822913	18.1762650120009
AT3G47610.1	0	1	1	0.399262345520813	0.609475415907674	0.798420923444588	15.3993015921183	15.5047192390625	15.591538513477
AT3G47800.1	0	1	1	-0.443244096999296	-0.413459956244458	-0.388009268659415	17.0134495498945	17.0153242482401	17.0175236025687
