protein	pval	fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT1G61010.1	0.00249459497390858	0.103858335365836	3.42824646028509	4.39984265014406	6.90236674590353	15.4833781989943	16.734640246874	17.2204383418035
AT1G61520.1	0.0927473386001195	0.304279019595683	-3.76784077647155	-1.85958975143406	-1.37305820155718	15.4787558342758	16.0027959924518	16.6245922173302
AT1G65280.1	0.401097185203365	0.585893196697704	-2.51523118754281	-0.477973968251192	1.16240577563963	14.0367344291183	15.0770728713084	15.5289663975289
AT1G65440.1	0.0114422719899479	0.132472768647661	3.09225749924273	4.76206496935511	5.88544289662513	15.7986851480301	16.3603741116651	17.1952778467213
AT1G65590.1	0.228419585800149	0.457987008714871	-2.62882673985276	-0.582494114453057	1.2424492504535	13.740025371389	14.8810968040487	16.1584478334237
AT1G65870.1	0.633710703065454	0.712986657825868	-0.276798138001569	0.564675222983066	1.42041280243498	14.9249411293303	15.7750589569664	16.1302343678597
AT1G66200.3	0.432013296452864	0.598518421127405	-0.346039975596298	1.07455634227019	1.85688312938707	15.6540769236099	15.9682659382998	16.8107655962962
AT1G66260.1	0.031037965168884	0.205340018335836	2.8053377701164	4.25494698796502	6.04118351422008	16.0557325978011	16.9488508609286	17.6736554698529
AT1G67090.1	0.806417878333797	0.834658193139261	-0.356752019699703	-0.356752019699703	-0.356752019699703	20.0570973445117	20.0570973445117	20.0570973445117
AT1G67230.1	0.401292954365947	0.585893196697704	-1.81572970882016	-1.48146793878876	0.996902740224029	14.2775410185737	14.9981571743321	15.6097463173876
AT1G67430.1	0.698901681709787	0.751132612275656	0.477314159133663	0.477314159133663	0.477314159133663	19.9503546630213	19.9503546630213	19.9503546630213
AT1G67700.2	0.0884110576867879	0.29883748889969	0.890142099839837	1.15754210555759	4.90380576398748	13.873041852483	14.7561974925704	15.9713157430293
AT1G68010.2	0.193225201514291	0.428695338015936	-2.56700901077414	-1.88045735172552	-1.52529542223619	16.8026623245933	17.1459381541176	17.3235191188623
AT1G68560.1	0.273110083456329	0.497584124653311	-2.02469431830642	-1.4067676004333	-0.907027266474222	16.8042943230512	17.1132576819877	17.3631278489673
AT1G69620.1	0.10034865260646	0.320312899119819	2.57884162090274	3.19100828180294	4.10911061133016	19.2871602173741	19.7462113821377	20.0522947125878
AT1G70180.2	0.00106564118278115	0.103858335365836	1.39109429479189	2.27241379222048	7.03813627874278	13.3707976750854	15.0747144221755	15.4934714635747
AT1G70410.2	0.530630937196819	0.655317589952045	-1.43788641845622	0.294853124841113	1.40903567072298	13.2582476052024	15.6371540985877	16.0248898828139
AT1G71695.1	0.539502131617967	0.657955887130514	-0.783635851237389	-0.783635851237389	-0.783635851237389	19.1752100181368	19.1752100181368	19.1752100181368
AT1G71800.1	0.0304693752046836	0.205340018335836	2.43980141015906	3.44361587411681	4.07693865649382	15.4984929702465	15.815154361435	16.3170615934139
AT1G72150.1	0.0899172235509488	0.298974768306905	-3.15776555443538	-2.44396619456617	-0.46488448791581	14.9357670289178	15.4673698427669	16.3196293145741
AT1G72370.1	0.74774202708975	0.786163554173413	-0.395767245045022	-0.395767245045022	-0.395767245045022	19.4939951405908	19.4939951405908	19.4939951405908
AT1G73720.1	0.10591048130049	0.325889307343678	0.384573347495048	2.52757027255058	2.66859932163575	14.2425252221282	14.8754589460418	15.7164865595166
AT1G73840.1	0.0316501532021401	0.205340018335836	1.96084950502195	2.11369998388827	4.44894475741557	14.70235051703	14.959966312531	16.2649369859759
